69,75,0.000000,2
51,112,0.000000,2
11,151,0.000000,3
94,146,0.100000,2
4,26,0.100000,2
84,127,0.100000,2
43,49,0.100000,2
60,154,0.141421,3
15,25,0.141421,2
104,129,0.141421,2
78,157,0.141421,4
36,44,0.141421,2
35,139,0.141421,2
1,123,0.141421,2
39,111,0.141421,2
115,158,0.141421,3
153,160,0.141421,6
144,166,0.141421,7
56,89,0.141421,2
45,118,0.141421,2
41,134,0.141421,2
30,110,0.141421,2
29,132,0.141421,2
121,169,0.141421,3
64,107,0.141421,2
14,174,0.141421,3
167,168,0.141421,9
67,71,0.141421,2
55,170,0.141421,3
9,135,0.141421,2
131,147,0.173205,2
101,162,0.173205,3
152,175,0.173205,6
19,68,0.173205,2
159,182,0.173205,8
173,184,0.173205,11
120,178,0.173205,4
130,186,0.173205,5
37,46,0.200000,2
8,177,0.200000,3
82,128,0.200000,2
47,185,0.200000,12
88,99,0.200000,2
52,105,0.200000,2
42,164,0.200000,3
191,194,0.223607,15
83,195,0.223607,16
20,196,0.223607,17
126,176,0.223607,10
156,198,0.223607,12
90,171,0.223607,3
76,189,0.223607,4
62,190,0.223607,3
199,202,0.223607,15
197,203,0.223607,32
59,98,0.223607,2
38,124,0.223607,2
63,114,0.244949,2
136,179,0.244949,3
181,193,0.244949,5
108,172,0.244949,3
54,208,0.244949,4
27,180,0.244949,3
165,204,0.244949,35
97,163,0.244949,3
57,66,0.244949,2
5,213,0.244949,36
10,103,0.244949,2
200,212,0.244949,6
187,210,0.264575,8
93,113,0.264575,2
192,211,0.264575,6
24,150,0.264575,3
102,125,0.264575,2
31,219,0.264575,9
209,224,0.264575,14
17,65,0.264575,2
34,148,0.264575,2
206,215,0.264575,4
48,142,0.264575,2
40,218,0.282843,7
28,91,0.282843,2
137,223,0.282843,3
133,216,0.300000,37
16,228,0.300000,5
13,233,0.300000,38
231,235,0.300000,40
149,207,0.300000,3
95,225,0.300000,15
79,155,0.300000,3
77,188,0.300000,3
221,226,0.316228,8
109,222,0.316228,4
238,240,0.316228,18
232,241,0.316228,11
87,244,0.316228,12
21,245,0.316228,13
201,243,0.331662,22
73,116,0.331662,2
0,117,0.331662,2
230,242,0.331662,11
53,246,0.331662,14
214,239,0.331662,6
183,234,0.346410,7
7,205,0.346410,3
247,251,0.346410,36
236,249,0.346410,42
85,256,0.346410,43
141,257,0.346410,44
3,258,0.346410,45
32,61,0.346410,2
80,255,0.346410,37
72,248,0.360555,3
252,254,0.360555,9
100,259,0.360555,46
250,262,0.360555,14
217,263,0.360555,11
74,161,0.360555,3
253,266,0.360555,18
18,264,0.360555,47
237,268,0.374166,21
86,261,0.374166,38
265,270,0.374166,35
145,267,0.387298,4
33,271,0.387298,39
140,260,0.387298,3
272,275,0.400000,38
6,229,0.412311,3
138,269,0.412311,48
58,92,0.412311,2
274,276,0.412311,77
23,280,0.424264,78
22,281,0.424264,79
122,282,0.435890,80
227,283,0.435890,82
2,278,0.458258,49
12,284,0.489898,83
81,286,0.489898,84
220,287,0.509902,86
277,288,0.529150,89
106,289,0.538516,90
143,290,0.538516,91
96,291,0.556776,92
70,285,0.624500,50
119,292,0.632456,93
273,294,0.648074,97
50,295,0.734847,98
279,296,0.818535,100
293,297,1.640122,150
